Time,Login,Deposit,Closed P/L,Balance,Credit,Floating P/L,Equity,Used Margin,Free Margin
2023.06.29,172142,0,0,0,0,0,0,0,0
2023.06.29,172491,0,0,0,0,0,0,0,0
2023.06.29,172636,0,0,0,0,0,0,0,0
2023.06.29,173225,0,0,0,0,0,0,0,0
2023.06.29,173896,0,0,0,0,0,0,0,0
2023.06.29,174667,0,0,0,0,0,0,0,0
2023.06.29,174828,0,0,0,0,0,0,0,0
2023.06.29,174831,0,0,0,0,0,0,0,0
2023.06.29,175598,0,0,0,0,0,0,0,0
2023.06.29,183047,0,0,0,0,0,0,0,0
2023.06.29,183674,0,0,0,0,0,0,0,0
2023.06.29,183863,0,0,0,0,0,0,0,0
2023.06.29,194840,0,0,0,0,0,0,0,0
2023.06.29,202277,0,0,0,0,0,0,0,0
2023.06.29,204430,0,0,0,0,0,0,0,0
2023.06.29,204453,0,0,2.14,0,0,2.14,0,2.14
2023.06.29,205184,0,0,14.4,0,0,14.4,0,14.4
2023.06.29,205745,0,0,0,0,0,0,0,0
2023.06.29,206600,0,0,0,0,0,0,0,0
2023.06.29,207065,0,0,816.58,0,-55.65,760.93,19.23,741.7
2023.06.29,210834,0,0,0,0,0,0,0,0
2023.06.29,211461,0,0,0,0,0,0,0,0
2023.06.29,211638,0,0,0.99,0,0,0.99,0,0.99
2023.06.29,211651,0,0,0,0,0,0,0,0
2023.06.29,214258,0,0,0,0,0,0,0,0
2023.06.29,231925,0,0,0,0,0,0,0,0
2023.06.29,241116,0,0,0,0,0,0,0,0
2023.06.29,241125,0,0,0,0,0,0,0,0
2023.06.29,242358,0,0,0,0,0,0,0,0
2023.06.29,244456,0,0,0,0,0,0,0,0
2023.06.29,251047,0,0,5,0,0,5,0,5
2023.06.29,251198,0,0,0,0,0,0,0,0
2023.06.29,252561,0,0,0,0,0,0,0,0
2023.06.29,261891,0,0,0,0,0,0,0,0
2023.06.29,265093,0,0,0,0,0,0,0,0
2023.06.29,265352,0,0,0,0,0,0,0,0
2023.06.29,282709,0,0,0,0,0,0,0,0
2023.06.29,284510,0,0,0,0,0,0,0,0
2023.06.29,284543,0,0,0,0,0,0,0,0
2023.06.29,285220,0,0,0,0,0,0,0,0
2023.06.29,291903,0,0,116.97,0,0,116.97,0,116.97
2023.06.29,309671,0,0,169.05,0,-47.87,121.18,39.08,82.1
2023.06.29,310914,0,163.32,16247.27,0,-8523.65,7723.62,298.8,7424.82
2023.06.29,319151,0,0,0,0,0,0,0,0
2023.06.29,322042,0,0,0,0,0,0,0,0
2023.06.29,323795,0,0,0,0,0,0,0,0
2023.06.29,331171,0,0,0,0,0,0,0,0
2023.06.29,332630,0,0,0,0,0,0,0,0
2023.06.29,333245,0,0,1.19,0,0,1.19,0,1.19
2023.06.29,333894,-500,501.3,2148.8,0,0,2148.8,0,2148.8
2023.06.29,340621,0,-236.14,4727.66,0,-2526.19,2201.47,296.36,1905.11
2023.06.29,340660,0,0,0,0,0,0,0,0
2023.06.29,349817,0,0,0,0,0,0,0,0
2023.06.29,352376,0,0,0,0,0,0,0,0
2023.06.29,352627,0,0,0,0,0,0,0,0
2023.06.29,353636,0,0,0,0,0,0,0,0
2023.06.29,353717,0,0,0,0,0,0,0,0
2023.06.29,378876,0,0,0,0,0,0,0,0
2023.06.29,380711,0,0,1.15,0,0,1.15,0,1.15
2023.06.29,389093,0,0,0,0,0,0,0,0
2023.06.29,390332,0,0,0,0,0,0,0,0
2023.06.29,391611,0,0,12.13,0,0,12.13,0,12.13
2023.06.29,400130,0,0,0,0,0,0,0,0
2023.06.29,403703,0,0,0,0,0,0,0,0
2023.06.29,403712,0,0,0,0,0,0,0,0
2023.06.29,408687,0,0,0,0,0,0,0,0
2023.06.29,421594,0,0,0,0,0,0,0,0
2023.06.29,424443,0,0,0,0,0,0,0,0
2023.06.29,431416,0,0,4587.45,500,0,5087.45,0,5087.45
2023.06.29,459815,0,0,0.02,0,0,0.02,0,0.02
2023.06.29,460056,0,0,0,0,0,0,0,0
2023.06.29,463254,0,0,0,0,0,0,0,0
2023.06.29,465272,0,-162.86,246.15,0,45.03,291.18,11.36,279.82
2023.06.29,475503,0,0,0,0,0,0,0,0
2023.06.29,486649,0,0,0,0,0,0,0,0
2023.06.29,487760,0,0,0,0,0,0,0,0
2023.06.29,488559,0,0,0,0,0,0,0,0
2023.06.29,490510,0,0,0,0,0,0,0,0
2023.06.29,501245,0,0,1.13,0,0,1.13,0,1.13
2023.06.29,501405,0,0,0,0,0,0,0,0
2023.06.29,502048,0,0,0.62,0,0,0.62,0,0.62
2023.06.29,503336,0,0,0,0,0,0,0,0
2023.06.29,503808,0,0,4,1,0,5,0,5
2023.06.29,504646,0,0,0,0,0,0,0,0
2023.06.29,505545,0,0,0,0,0,0,0,0
2023.06.29,530389,0,0,0,0,0,0,0,0
2023.06.29,546402,0,0,0,0,0,0,0,0
2023.06.29,559069,0,0,0,0,0,0,0,0
2023.06.29,559073,0,0,0.57,0,0,0.57,0,0.57
2023.06.29,561126,0,173.56,4146.24,0,-3152.8,993.44,0,993.44
2023.06.29,561568,0,0,0,0,0,0,0,0
2023.06.29,570304,0,0,0,0,0,0,0,0
2023.06.29,570897,0,0,0,0,0,0,0,0
2023.06.29,571552,0,0,0,0,0,0,0,0
2023.06.29,571862,0,0,0,0,0,0,0,0
2023.06.29,584804,0,0,0,0,0,0,0,0
2023.06.29,584821,0,0,0,0,0,0,0,0
2023.06.29,587222,0,0,0,0,0,0,0,0
2023.06.29,602427,0,0,0,0,0,0,0,0
2023.06.29,611115,0,0,0,0,0,0,0,0
2023.06.29,614675,0,0,0,0,0,0,0,0
2023.06.29,615171,0,0,0,0,0,0,0,0
2023.06.29,616575,0,0,0,0,0,0,0,0
2023.06.29,616582,0,0,0,0,0,0,0,0
2023.06.29,617021,0,-40.47,21.56,0,-1.11,20.45,3.22,17.23
2023.06.29,618621,0,0,0,0,0,0,0,0
2023.06.29,626188,0,53.21,626.55,0,-10.17,616.38,11.43,604.95
2023.06.29,626246,0,0,0,0,0,0,0,0
2023.06.29,640917,0,0,0.69,0,0,0.69,0,0.69
2023.06.29,655498,0,0,0,0,0,0,0,0
2023.06.29,656798,0,0,1747.26,0,-591.9,1155.36,180,975.36
2023.06.29,657072,0,0,288.62,0,0,288.62,0,288.62
2023.06.29,671019,0,0,0,0,0,0,0,0
2023.06.29,682249,0,0,0,0,0,0,0,0
2023.06.29,682494,0,0,5.72,0,0,5.72,0,5.72
2023.06.29,682581,0,0,5,0,0,5,0,5
2023.06.29,685666,0,0,0.95,0,0,0.95,0,0.95
2023.06.29,701335,0,0,0,0,0,0,0,0
2023.06.29,702557,0,0,0.62,0,0,0.62,0,0.62
2023.06.29,702633,0,0,0.64,0,0,0.64,0,0.64
2023.06.29,709651,0,0,0,0,0,0,0,0
2023.06.29,712895,0,0,83.95,0,-65.76,18.19,20,-1.81
2023.06.29,741333,0,0,0,0,0,0,0,0
2023.06.29,745132,0,0,6,0,0,6,0,6
2023.06.29,747986,0,0,0,0,0,0,0,0
2023.06.29,750778,0,0,0,0,0,0,0,0
2023.06.29,750910,0,0,0,0,0,0,0,0
2023.06.29,755629,0,0,0,0,0,0,0,0
2023.06.29,762737,0,0,17.13,0,0,17.13,0,17.13
2023.06.29,765754,0,0,0,0,0,0,0,0
2023.06.29,765923,0,0,0,0,0,0,0,0
2023.06.29,768361,0,0,5.21,0,0,5.21,0,5.21
2023.06.29,768518,0,0,0,0,0,0,0,0
2023.06.29,780543,0,0,0.12,0,0,0.12,0,0.12
2023.06.29,787707,0,0,0,0,0,0,0,0
2023.06.29,794147,0,0,0,0,0,0,0,0
2023.06.29,794228,0,59.4,3065.39,140,-1525.5,1679.89,75.3,1604.59
2023.06.29,794353,0,0,0,0,0,0,0,0
2023.06.29,795770,0,0,249.45,50,0,299.45,0,299.45
2023.06.29,795789,0,0,0,0,0,0,0,0
2023.06.29,796567,0,0,0,0,0,0,0,0
2023.06.29,798791,0,0,0,0,0,0,0,0
2023.06.29,804683,0,0,5000,0,-2958.86,2041.14,275.86,1765.28
2023.06.29,804785,0,0,185.16,50,0,235.16,0,235.16
2023.06.29,804848,0,0,0,0,0,0,0,0
2023.06.29,806334,0,0,1337.38,200,-464.54,1072.84,0,1072.84
2023.06.29,808368,0,0,0.62,0,0,0.62,0,0.62
2023.06.29,809908,0,0,193.91,50,0,243.91,0,243.91
2023.06.29,810321,0,0,0,0,0,0,0,0
2023.06.29,821438,0,0,0,0,0,0,0,0
2023.06.29,837141,0,0,0,0,0,0,0,0
2023.06.29,851483,0,0,1.08,0,0,1.08,0,1.08
2023.06.29,866988,0,0,0,0,0,0,0,0
2023.06.29,867433,0,0,50,0,0,50,0,50
2023.06.29,876180,0,65.55,4367.43,0,-645.04,3722.39,387.83,3334.56
2023.06.29,876710,0,0,0,0,0,0,0,0
2023.06.29,877341,0,0,0,0,0,0,0,0
2023.06.29,878320,0,0,0,0,0,0,0,0
2023.06.29,878414,0,0,0,0,0,0,0,0
2023.06.29,883066,0,0,0,0,0,0,0,0
2023.06.29,885266,0,0,0,0,0,0,0,0
2023.06.29,890488,0,0,0,0,0,0,0,0
2023.06.29,892902,0,0,0,0,0,0,0,0
2023.06.29,892904,0,0,0,0,0,0,0,0
2023.06.29,902191,0,0,0,0,0,0,0,0
2023.06.29,903575,0,0,0,0,0,0,0,0
2023.06.29,934401,0,20.05,265.28,50,0,315.28,0,315.28
2023.06.29,944299,0,0,0,0,0,0,0,0
2023.06.29,944374,0,0,0,0,0,0,0,0
2023.06.29,944781,0,0,4.34,0,0,4.34,0,4.34
2023.06.29,946006,0,0,0,0,0,0,0,0
2023.06.29,957785,0,0,0,0,0,0,0,0
2023.06.29,958815,0,0,3.79,0,0,3.79,0,3.79
2023.06.29,960256,0,0,0.17,0,0,0.17,0,0.17
2023.06.29,961550,0,0,0,0,0,0,0,0
2023.06.29,965838,0,0,0,0,0,0,0,0
2023.06.29,971374,0,0,0.68,0,0,0.68,0,0.68
2023.06.29,973892,0,0,0,0,0,0,0,0
2023.06.29,975324,0,0,0,0,0,0,0,0
2023.06.29,976694,0,0,0,0,0,0,0,0
2023.06.29,984917,0,0,0,0,0,0,0,0
2023.06.29,984930,0,0,0,0,0,0,0,0
2023.06.29,985000,0,0,0,0,0,0,0,0
2023.06.29,985400,0,0,-2.33,0,0,-2.33,0,-2.33
2023.06.29,988479,0,0,0,0,0,0,0,0
2023.06.29,991053,0,0,0,0,0,0,0,0
2023.06.29,992003,0,6.14,2096.13,0,-238.46,1857.67,19.25,1838.42
2023.06.29,997404,0,0,0,0,0,0,0,0
2023.06.29,1000945,0,0,0,0,0,0,0,0
2023.06.29,1006547,0,0,0.54,0,0,0.54,0,0.54
2023.06.29,1040824,0,0,0,0,0,0,0,0
2023.06.29,1043098,0,0,0,0,0,0,0,0
2023.06.29,1045314,0,0,79.65,0,0,79.65,0,79.65
2023.06.29,1052032,0,0,0,0,0,0,0,0
2023.06.29,1053318,0,0,0,0,0,0,0,0
2023.06.29,1054271,0,0,0,0,0,0,0,0
2023.06.29,1054854,0,0,0,0,0,0,0,0
2023.06.29,1055407,0,0,0,0,0,0,0,0
2023.06.29,1055414,0,0,1.46,0,0,1.46,0,1.46
2023.06.29,1056573,0,0,0,0,0,0,0,0
2023.06.29,1059058,0,2.08,1111.66,0,-328.77,782.89,20.01,762.88
2023.06.29,1059418,0,0,0,0,0,0,0,0
2023.06.29,1063227,0,0,298.21,60,0,358.21,0,358.21
2023.06.29,1078249,0,0,0,0,0,0,0,0
2023.06.29,1084442,0,0,0,0,0,0,0,0
2023.06.29,1085733,0,0,0,0,0,0,0,0
2023.06.29,1087057,0,0,0,0,0,0,0,0
2023.06.29,1091948,0,0,0,0,0,0,0,0
2023.06.29,1137291,0,11.77,236.49,0,-46.06,190.43,0,190.43
2023.06.29,1140055,0,0,0,0,0,0,0,0
2023.06.29,1140113,0,0,0,0,0,0,0,0
2023.06.29,1140876,0,0,0,0,0,0,0,0
2023.06.29,1141636,0,0,8.22,0,0,8.22,0,8.22
2023.06.29,1144158,0,20.71,364,0,-34.93,329.07,19.13,309.94
2023.06.29,1144855,0,0,0,0,0,0,0,0
2023.06.29,1145570,0,0,0,0,0,0,0,0
2023.06.29,1146630,0,0,0,0,0,0,0,0
2023.06.29,1146637,0,0,0,0,0,0,0,0
2023.06.29,1146869,0,0,0,0,0,0,0,0
2023.06.29,1150148,0,0,0,0,0,0,0,0
2023.06.29,1150747,0,0,0,0,0,0,0,0
2023.06.29,1156022,0,0,0,0,0,0,0,0
2023.06.29,1174107,0,0,260.1,0,-126.67,133.43,39.33,94.1
2023.06.29,1178886,0,0,0,0,0,0,0,0
2023.06.29,1179506,0,0,0,0,0,0,0,0
2023.06.29,1179909,0,0,0,0,0,0,0,0
2023.06.29,1181089,0,0,0,0,0,0,0,0
2023.06.29,1181099,0,0,0,0,0,0,0,0
2023.06.29,1181124,0,0,0,0,0,0,0,0
2023.06.29,1181380,0,0,0,0,0,0,0,0
2023.06.29,1181666,0,0,0,0,0,0,0,0
2023.06.29,1181820,0,0,0,0,0,0,0,0
2023.06.29,1182871,0,0,0,0,0,0,0,0
2023.06.29,1183573,0,0,0,0,0,0,0,0
2023.06.29,1184027,0,0,0,0,0,0,0,0
2023.06.29,1184233,0,0,547.88,0,0,547.88,0,547.88
2023.06.29,1184453,0,0,0,0,0,0,0,0
2023.06.29,1185522,0,0,0,0,0,0,0,0
2023.06.29,1191916,0,0,0,0,0,0,0,0
2023.06.29,1192094,0,0,0,0,0,0,0,0
2023.06.29,1192155,0,0,0,0,0,0,0,0
2023.06.29,1192165,0,0,0,0,0,0,0,0
2023.06.29,1192280,0,0,0,0,0,0,0,0
2023.06.29,1194113,0,0,0,0,0,0,0,0
2023.06.29,1196245,0,0,0,0,0,0,0,0
2023.06.29,1198037,0,0,0,0,0,0,0,0
2023.06.29,1207467,0,0,1015.8,0,-328.84,686.96,100,586.96
2023.06.29,1232233,0,0,0,0,0,0,0,0
2023.06.29,1233116,0,0,0,0,0,0,0,0
2023.06.29,1234335,0,0,0,0,0,0,0,0
2023.06.29,1234807,0,0,0,0,0,0,0,0
2023.06.29,1234823,0,0,0,0,0,0,0,0
2023.06.29,1235714,0,0,0,0,0,0,0,0
2023.06.29,1235733,0,0,0,0,0,0,0,0
2023.06.29,1235909,0,0,0,0,0,0,0,0
2023.06.29,1235943,0,0,0,0,0,0,0,0
2023.06.29,1236799,0,0,0,0,0,0,0,0
2023.06.29,1236941,0,0,0,0,0,0,0,0
2023.06.29,1239642,0,0,0.73,0,0,0.73,0,0.73
2023.06.29,1247431,0,0,-13.02,15,0,1.98,0,1.98
2023.06.29,1247495,0,0,0,0,0,0,0,0
2023.06.29,1247561,0,0,0,0,0,0,0,0
2023.06.29,1260916,0,0,0,0,0,0,0,0
2023.06.29,1264808,0,0,0,0,0,0,0,0
2023.06.29,1265688,0,0,0,0,0,0,0,0
2023.06.29,1269052,0,-34.53,27,0,0.03,27.03,19.09,7.94
2023.06.29,1274579,0,0,0,0,0,0,0,0
2023.06.29,1274955,0,0,0,0,0,0,0,0
2023.06.29,1275217,0,0,0,0,0,0,0,0
2023.06.29,1277741,0,0,0,0,0,0,0,0
2023.06.29,1279179,0,0,117.9,0,0,117.9,0,117.9
2023.06.29,1280650,0,0,0,0,0,0,0,0
2023.06.29,1280669,0,0,0,0,0,0,0,0
2023.06.29,1280676,0,0,0,0,0,0,0,0
2023.06.29,1280677,0,0,0,0,0,0,0,0
2023.06.29,1282937,0,0,0,0,0,0,0,0
2023.06.29,1303521,0,0,0,0,0,0,0,0
2023.06.29,1306279,0,0,0,0,0,0,0,0
2023.06.29,1332853,0,0,0,0,0,0,0,0
2023.06.29,1332955,0,0,0,0,0,0,0,0
2023.06.29,1345064,0,0,0,0,0,0,0,0
2023.06.29,1345387,0,0,13.91,0,0,13.91,0,13.91
2023.06.29,1346749,0,0,0,0,0,0,0,0
2023.06.29,1346784,0,0,0,0,0,0,0,0
2023.06.29,1346794,0,0,0,0,0,0,0,0
2023.06.29,1347287,0,0,0,0,0,0,0,0
2023.06.29,1347309,0,0,0,0,0,0,0,0
2023.06.29,1347610,0,0,0,0,0,0,0,0
2023.06.29,1348481,0,0,0,0,0,0,0,0
2023.06.29,1348604,0,0,0,0,0,0,0,0
2023.06.29,1361062,0,0,0,0,0,0,0,0
2023.06.29,1361134,0,0,0,0,0,0,0,0
2023.06.29,1367004,0,0,0,0,0,0,0,0
2023.06.29,1371283,0,0,0,0,0,0,0,0
2023.06.29,1374161,0,0,0,0,0,0,0,0
2023.06.29,1374363,0,0,0,0,0,0,0,0
2023.06.29,1374604,0,0,0,0,0,0,0,0
2023.06.29,1374611,0,0,0,0,0,0,0,0
2023.06.29,1379302,0,0,0.29,0,0,0.29,0,0.29
2023.06.29,1390172,0,0,0,0,0,0,0,0
2023.06.29,1390242,0,0,0,0,0,0,0,0
2023.06.29,1392087,0,0,0,0,0,0,0,0
2023.06.29,1393349,0,0,0,0,0,0,0,0
2023.06.29,1401830,0,0,0,0,0,0,0,0
2023.06.29,1428457,0,0,0.76,0,0,0.76,0,0.76
2023.06.29,1429312,0,0,0,0,0,0,0,0
2023.06.29,1431060,0,0,0,0,0,0,0,0
2023.06.29,1431517,0,0,263.45,0,20.13,283.58,7.73,275.85
2023.06.29,1432211,0,0,0,0,0,0,0,0
2023.06.29,1436525,0,0,0,0,0,0,0,0
2023.06.29,1437200,0,0,23.04,50,0,73.04,0,73.04
2023.06.29,1447203,0,0,0,0,0,0,0,0
2023.06.29,1448965,0,0,0,0,0,0,0,0
2023.06.29,1450961,0,0,0,0,0,0,0,0
2023.06.29,1451114,0,0,0,0,0,0,0,0
2023.06.29,1451659,0,0,0.89,0,0,0.89,0,0.89
2023.06.29,1458158,0,0,0,0,0,0,0,0
2023.06.29,1458336,0,0,0,0,0,0,0,0
2023.06.29,1458985,0,0,0,0,0,0,0,0
2023.06.29,1460252,0,0,0,0,0,0,0,0
2023.06.29,1461287,0,0,0,0,0,0,0,0
2023.06.29,1461966,0,0,1531.84,0,0,1531.84,0,1531.84
2023.06.29,1462294,0,0,0,0,0,0,0,0
2023.06.29,1462606,0,0,0,0,0,0,0,0
2023.06.29,1462647,0,0,0,0,0,0,0,0
2023.06.29,1465130,0,0,0,0,0,0,0,0
2023.06.29,1471442,0,0,0,0,0,0,0,0
2023.06.29,1472781,0,0,0,0,0,0,0,0
2023.06.29,1472812,0,0,0,0,0,0,0,0
2023.06.29,1473998,0,0,0,0,0,0,0,0
2023.06.29,1475754,0,0,0,0,0,0,0,0
2023.06.29,1476382,0,0,0,0,0,0,0,0
2023.06.29,1476616,0,0,0,0,0,0,0,0
2023.06.29,1476651,0,0,0,0,0,0,0,0
2023.06.29,1477736,0,0,0,0,0,0,0,0
2023.06.29,1478403,0,4.39,12.11,161,0,173.11,0,173.11
2023.06.29,1490399,0,0,0,0,0,0,0,0
2023.06.29,1490403,0,0,0,0,0,0,0,0
2023.06.29,1490991,0,0,0,0,0,0,0,0
2023.06.29,1507763,0,0,0.3,0,0,0.3,0,0.3
2023.06.29,1525363,0,0,0,0,0,0,0,0
2023.06.29,1525449,0,0,0,0,0,0,0,0
2023.06.29,1525615,0,0,0,0,0,0,0,0
2023.06.29,1526450,0,0,0,0,0,0,0,0
2023.06.29,1532574,0,0,0,0,0,0,0,0
2023.06.29,1533433,0,0,0,0,0,0,0,0
2023.06.29,1533446,0,0,0,0,0,0,0,0
2023.06.29,1534119,0,0,0,0,0,0,0,0
2023.06.29,1534294,0,0,13.69,0,0,13.69,0,13.69
2023.06.29,1534531,0,0,0.45,0,0,0.45,0,0.45
2023.06.29,1539930,0,0,0,0,0,0,0,0
2023.06.29,1545412,0,0,0,0,0,0,0,0
2023.06.29,1547263,0,0,1,0,0,1,0,1
2023.06.29,1549246,0,0,0,0,0,0,0,0
2023.06.29,1549268,0,0,0,0,0,0,0,0
2023.06.29,1549787,0,0,0,0,0,0,0,0
2023.06.29,1558930,0,0,0,0,0,0,0,0
2023.06.29,1560281,0,0,0,0,0,0,0,0
2023.06.29,1563689,0,0,0,0,0,0,0,0
2023.06.29,1563715,0,0,0,0,0,0,0,0
2023.06.29,1575238,0,0,0,0,0,0,0,0
2023.06.29,1576415,0,0,0,0,0,0,0,0
2023.06.29,1578229,0,0,0,0,0,0,0,0
2023.06.29,1579122,0,0,0,0,0,0,0,0
2023.06.29,1580221,0,0,0,0,0,0,0,0
2023.06.29,1591228,0,0,1.26,0,0,1.26,0,1.26
2023.06.29,1591577,0,0,0,0,0,0,0,0
2023.06.29,1591671,0,0,0,0,0,0,0,0
2023.06.29,1591702,0,0,0,0,0,0,0,0
2023.06.29,1591825,0,0,0,0,0,0,0,0
2023.06.29,1591967,0,0,0,0,0,0,0,0
2023.06.29,1592067,0,0,0,0,0,0,0,0
2023.06.29,1592096,0,0,0,0,0,0,0,0
2023.06.29,1592137,0,0,0,0,0,0,0,0
2023.06.29,1592179,0,0,0,0,0,0,0,0
2023.06.29,1592216,0,0,0,0,0,0,0,0
2023.06.29,1592554,0,0,0,0,0,0,0,0
2023.06.29,1592967,0,0,0,0,0,0,0,0
2023.06.29,1593277,0,0,0,0,0,0,0,0
2023.06.29,1597478,0,0,0,0,0,0,0,0
2023.06.29,1597569,0,0,0,0,0,0,0,0
2023.06.29,1612510,0,0,0,0,0,0,0,0
2023.06.29,1625851,0,0,0,0,0,0,0,0
2023.06.29,1626197,0,0,0,0,0,0,0,0
2023.06.29,1626630,0,0,0,0,0,0,0,0
2023.06.29,1632268,0,0,0,0,0,0,0,0
2023.06.29,1633649,0,0,0,0,0,0,0,0
2023.06.29,1634760,-1303.96,0,0,0,0,0,0,0
2023.06.29,1653777,0,0,0,0,0,0,0,0
2023.06.29,1653970,0,0,20,0,0,20,0,20
2023.06.29,1654521,0,0,0,0,0,0,0,0
2023.06.29,1664188,0,0,0,0,0,0,0,0
2023.06.29,1665912,0,0,0,0,0,0,0,0
2023.06.29,1665961,0,0,0,0,0,0,0,0
2023.06.29,1674058,0,0,0,0,0,0,0,0
2023.06.29,1674626,0,0,0,0,0,0,0,0
2023.06.29,1674636,0,0,0,0,0,0,0,0
2023.06.29,1674640,0,0,0,0,0,0,0,0
2023.06.29,1674647,0,0,0,0,0,0,0,0
2023.06.29,1681536,0,0,13.71,50,0,63.71,0,63.71
2023.06.29,1703992,0,0,0,0,0,0,0,0
2023.06.29,1713854,0,0,6.69,0,0,6.69,0,6.69
2023.06.29,1715046,0,0,0,0,0,0,0,0
2023.06.29,1725054,0,0,0,0,0,0,0,0
2023.06.29,1725083,0,0,0,0,0,0,0,0
2023.06.29,1727439,0,0,0,0,0,0,0,0
2023.06.29,1727497,0,0,0,0,0,0,0,0
2023.06.29,1731355,0,0,0,0,0,0,0,0
2023.06.29,1736127,0,0,0,0,0,0,0,0
2023.06.29,1738428,0,0,11.59,15,0,26.59,0,26.59
2023.06.29,1750561,0,0,0,0,0,0,0,0
2023.06.29,1750976,0,0,2.98,0,0,2.98,0,2.98
2023.06.29,1751116,0,0,0,0,0,0,0,0
2023.06.29,1762618,0,0,0,0,0,0,0,0
2023.06.29,1762686,0,0,0,0,0,0,0,0
2023.06.29,1763173,0,0,0,0,0,0,0,0
2023.06.29,1766510,0,0,100,0,0,100,0,100
2023.06.29,1768131,0,0,3.46,0,0,3.46,0,3.46
2023.06.29,1801899,0,0,2071.1,0,-321.68,1749.42,200,1549.42
2023.06.29,1812716,0,0,0,0,0,0,0,0
2023.06.29,1814384,0,0,307.39,118,-277.07,148.32,8.65,139.67
2023.06.29,1815405,0,0,0,0,0,0,0,0
2023.06.29,1815508,0,0,0,0,0,0,0,0
2023.06.29,1816313,0,0,0,0,0,0,0,0
2023.06.29,1823211,0,0,0,0,0,0,0,0
2023.06.29,1826369,0,0,0,0,0,0,0,0
2023.06.29,1826418,0,0,7947.5,0,-3736.45,4211.05,255.61,3955.44
2023.06.29,1831813,0,0,0,0,0,0,0,0
2023.06.29,1833455,0,0,0,0,0,0,0,0
2023.06.29,1833556,0,0,0,0,0,0,0,0
2023.06.29,1837668,0,0,1.28,0,0,1.28,0,1.28
2023.06.29,1843545,0,0,0,0,0,0,0,0
2023.06.29,1851604,0,0,0,0,0,0,0,0
2023.06.29,1887216,0,0,0,0,0,0,0,0
2023.06.29,1888774,0,0,-130.64,500,-0.56,368.8,1.21,367.59
2023.06.29,1897281,0,0,0,0,0,0,0,0
2023.06.29,1897480,0,0,0,0,0,0,0,0
2023.06.29,1897918,0,0,0,0,0,0,0,0
2023.06.29,1898916,0,0,-0.96,0,4.47,3.51,2.16,1.35
2023.06.29,1904308,0,0,0,0,0,0,0,0
2023.06.29,1910550,0,0,0.64,0,0,0.64,0,0.64
2023.06.29,1911288,0,0,0,0,0,0,0,0
2023.06.29,1911473,0,0,0.82,0,0,0.82,0,0.82
2023.06.29,1920939,0,0,0,0,0,0,0,0
2023.06.29,1920940,0,0,666.66,0,0,666.66,0,666.66
2023.06.29,1921483,0,0,0,0,0,0,0,0
2023.06.29,1935492,0,0,0,0,0,0,0,0
2023.06.29,1936780,0,0,3.67,0,0,3.67,0,3.67
2023.06.29,1937180,0,0,0,0,0,0,0,0
2023.06.29,1967284,0,0,0,0,0,0,0,0
2023.06.29,1967315,0,0,0,0,0,0,0,0
2023.06.29,1971423,0,0,0,0,0,0,0,0
2023.06.29,1972762,0,0,0,0,0,0,0,0
2023.06.29,1980364,0,0,0,0,0,0,0,0
2023.06.29,1981329,0,0,0,0,0,0,0,0
2023.06.29,1981888,0,0,0,0,0,0,0,0
2023.06.29,1983368,0,0,0,0,0,0,0,0
2023.06.29,1983393,0,0,0,0,0,0,0,0
2023.06.29,1985897,0,0,0,0,0,0,0,0
2023.06.29,1993137,0,0,0,0,0,0,0,0
2023.06.29,1994269,0,0,29.43,0,0,29.43,0,29.43
2023.06.29,1997885,0,0,0,0,0,0,0,0
2023.06.29,1998457,0,40.59,2133.3,0,-787.53,1345.77,1414.97,-69.2
2023.06.29,2004650,0,-13719.9,45293.5,0,0,45293.5,0,45293.5
2023.06.29,2005089,0,0,0,0,0,0,0,0
2023.06.29,2007905,0,0,0.37,0,0,0.37,0,0.37
2023.06.29,2012766,0,50.54,1109.98,0,-72.64,1037.34,26.77,1010.57
2023.06.29,2016066,0,0,0,0,0,0,0,0
2023.06.29,2017050,0,0,0,0,0,0,0,0
2023.06.29,2018208,0,0,0,0,0,0,0,0
2023.06.29,2019181,0,0,0,0,0,0,0,0
2023.06.29,2021183,0,0,0,0,0,0,0,0
2023.06.29,2021322,0,15.29,350.11,0,0,350.11,0,350.11
2023.06.29,2021368,0,0,0,0,0,0,0,0
2023.06.29,2022611,0,0,0,0,0,0,0,0
2023.06.29,2050149,0,0,0,0,0,0,0,0
2023.06.29,2053458,0,0,0,0,0,0,0,0
2023.06.29,2055260,0,0,0,0,0,0,0,0
2023.06.29,2055785,0,0,0,0,0,0,0,0
2023.06.29,2074578,0,29.88,570.36,0,-46.86,523.5,0,523.5
2023.06.29,2077651,0,0,0,0,0,0,0,0
2023.06.29,2079063,0,0,0,0,0,0,0,0
2023.06.29,2079923,0,29.88,532.88,0,-46.86,486.02,0,486.02
2023.06.29,2082125,0,0,0,0,0,0,0,0
2023.06.29,2082226,0,0,0,0,0,0,0,0
2023.06.29,2087890,0,0,0,0,0,0,0,0
2023.06.29,2089180,0,0,0,0,0,0,0,0
2023.06.29,2092696,0,0,0,0,0,0,0,0
2023.06.29,2092966,0,0,0,0,0,0,0,0
2023.06.29,2093049,0,0,0,0,0,0,0,0
2023.06.29,2094469,0,0,0,0,0,0,0,0
2023.06.29,2095314,0,0,0,50,0,50,0,50
