Deal,Login,Open Time,Type,Symbol,Volume,Open Price,Close Time,Close Price,Commission,Taxes,Agent,Swap,Profit,Pips,Comment
528306,14629180,2023.06.29 07:12:46,buy,usousd,0.1,69.314,2023.06.29 08:41:15,69.856,0,0,0,0,54.2,542,[tp]
528308,14629293,2023.06.29 07:05:39,buy,gbpcad,0.03,1.67704,2023.06.29 08:15:54,1.67826,0,0,0,0,2.76,122,
528311,2377928,2023.06.29 07:06:29,buy,xauusd,0.27,1902.87,2023.06.29 07:14:07,1903.74,0,0,0,0,23.49,87,
528312,2183124,2023.06.29 07:08:18,buy,us100.u23,0.01,15140.22,2023.06.29 07:10:05,15140.52,0,0,0,0,0.06,30,
528317,2313217,2023.06.29 07:11:09,buy,eurusd,0.05,1.09095,2023.06.29 07:20:02,1.09162,0,0,0,0,3.35,67,
528325,2377928,2023.06.29 07:23:23,buy,xauusd,0.25,1904.79,2023.06.29 07:34:44,1905.02,0,0,0,0,5.75,23,
528326,2313217,2023.06.29 07:25:23,buy,usousd,0.1,69.325,2023.06.29 09:25:50,69.546,0,0,0,0,22.1,221,
528329,333894,2023.06.29 07:38:35,buy,dax30.u23,0.14,16059.97,2023.06.29 19:26:29,16070.02,0,0,0,0,38.23,1005,
528330,14628905,2023.06.29 12:32:20,buy,xauusd,0.2,1903.86,2023.06.29 14:13:06,1907.93,0,0,0,0,81.4,407,
528332,2183124,2023.06.29 07:40:14,buy,us100.u23,0.01,15122.98,2023.06.29 07:47:47,15128.65,0,0,0,0,1.13,567,
528333,14629007,2023.06.29 07:41:57,buy,xauusd,0.01,1905.37,2023.06.29 08:01:55,1905.46,0,0,0,0,0.09,9,
528334,2313217,2023.06.29 07:42:57,buy,usousd,0.1,69.286,2023.06.29 09:25:55,69.555,0,0,0,0,26.9,269,
528336,14628529,2023.06.29 07:45:03,buy,nasusd,0.1,14981.3,2023.06.29 11:45:26,15030.2,0,0,0,0,48.9,489,
528338,2377928,2023.06.29 07:51:20,buy,xauusd,0.37,1905.99,2023.06.29 08:22:16,1906.59,0,0,0,0,22.2,60,
528340,125574,2023.06.29 08:04:35,buy,gbpjpy,0.25,182.562,2023.06.29 10:25:20,182.578,0,0,0,0,2.77,16,
528348,2377928,2023.06.29 08:13:28,buy,xauusd,0.27,1905.1,2023.06.29 08:15:49,1905.5,0,0,0,0,10.8,40,
528350,14629039,2023.06.29 02:18:23,buy,nzdusd,0.25,0.60736,2023.06.29 08:38:21,0.60811,0,0,0,0,18.75,75,to #528369
528355,14629039,2023.06.29 08:21:44,buy,usousd,0.18,69.378,2023.06.29 09:05:04,69.937,0,0,0,0,100.62,559,
528356,125574,2023.06.29 08:21:44,buy,xauusd,0.02,1907.05,2023.06.29 10:46:01,1908.48,0,0,0,0,2.86,143,
528363,2377928,2023.06.29 08:31:00,buy,xauusd,0.37,1907.48,2023.06.29 10:39:15,1907.88,0,0,0,0,14.8,40,
528364,2257839,2023.06.29 06:28:47,buy,xauusd,0.01,1902.91,2023.06.29 14:14:04,1908.98,0,0,0,0,6.07,607,from #528275
528365,2377928,2023.06.29 08:32:42,buy,xauusd,0.37,1906.18,2023.06.29 08:34:58,1906.43,0,0,0,0,9.25,25,
528367,2377928,2023.06.29 08:35:10,buy,xauusd,0.37,1906.73,2023.06.29 08:39:01,1906.91,0,0,0,0,6.66,18,
528368,14629039,2023.06.29 08:37:53,buy,usousd,0.05,69.616,2023.06.29 10:56:15,69.832,0,0,0,0,10.8,216,
528369,14629039,2023.06.29 02:18:23,buy,nzdusd,0.25,0.60736,2023.06.29 08:43:43,0.60822,0,0,0,0,21.5,86,from #528350
528372,125948,2023.06.29 08:45:59,buy,usousd,0.01,70.011,2023.06.29 11:09:12,69.95,0,0,0,0,-0.61,-61,
528373,14630043,2023.06.29 08:47:05,buy,nasusd,0.05,15013.6,2023.06.29 09:40:03,15013.7,0,0,0,0,0.05,1,
528374,14629039,2023.06.29 08:48:18,buy,usousd,0.1,70.053,2023.06.29 11:12:39,70,0,0,0,0,-5.3,-53,to #528483
528376,14629039,2023.06.29 08:52:02,buy,usousd,0.15,69.919,2023.06.29 09:04:31,69.958,0,0,0,0,5.85,39,
528377,125888,2023.06.29 08:54:00,buy,eurusd,0.55,1.09152,2023.06.29 09:21:52,1.09153,0,0,0,0,0.55,1,
528378,2377928,2023.06.29 08:57:45,buy,xauusd,0.37,1906.24,2023.06.29 10:37:14,1907.74,0,0,0,0,55.5,150,[tp]
528381,120185,2023.06.29 09:01:16,buy,xauusd,0.1,1906.15,2023.06.29 12:14:26,1911.22,0,0,0,0,50.7,507,
528386,14629039,2023.06.29 09:07:34,buy,usousd,0.03,69.945,2023.06.29 13:48:21,70.037,0,0,0,0,2.76,92,
528389,2227314,2023.06.29 09:15:12,buy,eurusd,0.12,1.09148,2023.06.29 10:27:23,1.09236,0,0,0,0,10.56,88,
528390,2227314,2023.06.29 09:15:17,buy,eurusd,0.14,1.09144,2023.06.29 10:27:18,1.09238,0,0,0,0,13.16,94,
528394,14628866,2023.06.29 09:16:29,buy,usdcad,0.01,1.3269,2023.06.29 13:06:10,1.32695,0,0,0,0,0.04,5,
528397,14629039,2023.06.29 09:20:26,buy,usousd,0.1,69.659,2023.06.29 10:51:12,69.789,0,0,0,0,13,130,
528398,14629039,2023.06.29 09:20:36,buy,usousd,0.02,69.675,2023.06.29 10:51:24,69.849,0,0,0,0,3.48,174,
528399,14629039,2023.06.29 09:20:46,buy,usousd,0.01,69.683,2023.06.29 10:51:51,69.828,0,0,0,0,1.45,145,
528400,14628866,2023.06.29 09:34:43,buy,eurjpy,0.01,157.641,2023.06.29 12:51:08,157.712,0,0,0,0,0.49,71,
528401,14629039,2023.06.29 09:37:31,buy,usousd,0.01,69.699,2023.06.29 10:51:50,69.827,0,0,0,0,1.28,128,
528403,14629039,2023.06.29 09:37:55,buy,usousd,0.05,69.732,2023.06.29 10:51:31,69.836,0,0,0,0,5.2,104,
528404,2370319,2023.06.29 09:38:32,buy,xauusd,0.01,1904.84,2023.06.29 09:40:11,1904.32,0,0,0,0,-0.52,-52,
528409,2377928,2023.06.29 09:45:17,buy,xauusd,0.27,1904.41,2023.06.29 09:51:12,1904.84,0,0,0,0,11.61,43,
528410,2184337,2023.06.29 09:47:14,buy,xauusd,0.02,1904.84,2023.06.29 10:30:10,1906.42,0,0,0,0,3.16,158,
528411,2184337,2023.06.29 09:47:52,buy,xauusd,0.02,1904.95,2023.06.29 10:46:17,1908.48,0,0,0,0,7.06,353,
528413,2377928,2023.06.29 09:51:22,buy,xauusd,0.27,1905.21,2023.06.29 10:12:33,1905.73,0,0,0,0,14.04,52,
528416,14629563,2023.06.29 10:03:05,buy,xauusd,0.1,1904.79,2023.06.29 10:17:49,1906.34,0,0,0,0,15.5,155,
528417,14630043,2023.06.29 10:05:48,buy,nasusd,0.05,15027.1,2023.06.29 10:15:24,15029.7,0,0,0,0,1.3,26,
528422,2446137,2023.06.29 10:14:21,buy,eurgbp,0.1,0.86372,2023.06.29 12:54:30,0.86346,0,0,0,0,-3.28,-26,
528426,14628606,2023.06.29 10:17:22,buy,xauusd,0.01,1906.52,2023.06.29 14:15:44,1910.46,0,0,0,0,3.94,394,
528429,14630043,2023.06.29 10:21:17,buy,nasusd,0.05,15039.3,2023.06.29 10:32:09,15045,0,0,0,0,2.85,57,
528432,2370319,2023.06.29 10:24:35,buy,u30usd,0.01,33991.3,2023.06.29 10:26:39,33986.6,0,0,0,0,-0.47,-47,
528439,125630,2023.06.29 10:29:36,buy,nasusd,0.05,15044.6,2023.06.29 12:53:04,14999.7,0,0,0,0,-22.45,-449,[sl]
528441,14630043,2023.06.29 10:32:19,buy,nasusd,0.05,15049.1,2023.06.29 10:56:07,15039.2,0,0,0,0,-4.95,-99,
528457,14629461,2023.06.29 10:43:30,buy,xauusd,0.1,1908.52,2023.06.29 11:27:25,1910.41,0,0,0,0,18.9,189,
528463,14629039,2023.06.29 10:56:33,buy,usousd,0.02,69.867,2023.06.29 11:18:47,69.931,0,0,0,0,1.28,64,
528464,14630043,2023.06.29 10:57:55,buy,xauusd,0.05,1909.64,2023.06.29 11:07:37,1909.7,0,0,0,0,0.3,6,
528466,2456243,2023.06.29 11:00:13,buy,xauusd,0.01,1910,2023.06.29 12:32:13,1904.98,0,0,0,0,-5.02,-502,
528468,14629007,2023.06.29 11:03:41,buy,xauusd,0.01,1909.98,2023.06.29 11:35:36,1910.14,0,0,0,0,0.16,16,
528479,14630043,2023.06.29 11:07:55,buy,nasusd,0.05,15044.6,2023.06.29 11:31:03,15045,0,0,0,0,0.2,4,
528480,2313217,2023.06.29 11:09:24,buy,gbpjpy,0.2,182.464,2023.06.29 11:29:34,182.531,0,0,0,0,9.29,67,
528483,14629039,2023.06.29 08:48:18,buy,usousd,0.1,70.053,2023.06.29 13:31:11,69.567,0,0,0,0,-48.6,-486,so: 29.3%/77.1/262.7
528484,14629039,2023.06.29 11:13:20,buy,usousd,0.02,70.034,2023.06.29 14:20:07,70.367,0,0,0,0,6.66,333,
528489,1998457,2023.06.25 22:16:53,buy,usousd,0.1,70.112,2023.06.29 13:59:27,70.137,0,0,0,-3.18,2.5,25,from #524319
528491,2377928,2023.06.29 11:19:33,buy,xauusd,0.47,1910.44,2023.06.29 11:37:30,1910.85,0,0,0,0,19.27,41,
528492,14628658,2023.06.29 11:21:20,buy,xauusd,0.05,1910.02,2023.06.29 12:26:17,1911.32,0,0,0,0,6.5,130,
528493,14629180,2023.06.29 11:25:00,buy,usdjpy,0.1,144.214,2023.06.29 12:46:47,144.665,0,0,0,0,31.18,451,
528502,14629293,2023.06.29 11:39:11,buy,eurnzd,0.05,1.79276,2023.06.29 12:47:18,1.79343,0,0,0,0,2.04,67,
528512,14628866,2023.06.29 11:51:09,buy,eurjpy,0.01,157.779,2023.06.29 12:51:11,157.721,0,0,0,0,-0.4,-58,
528517,1269052,2023.06.29 11:56:27,buy,xauusd,0.03,1910.34,2023.06.29 12:36:59,1898.81,0,0,0,0,-34.59,-1153,[sl]
528518,2377928,2023.06.29 11:58:57,buy,xauusd,0.47,1910.35,2023.06.29 12:09:35,1910.64,0,0,0,0,13.63,29,
528520,14629461,2023.06.29 12:03:05,buy,xauusd,0.17,1910.55,2023.06.29 15:05:06,1911.27,0,0,0,0,12.24,72,
528530,2377928,2023.06.29 12:09:43,buy,xauusd,0.37,1910.97,2023.06.29 12:26:32,1911.46,0,0,0,0,18.13,49,
528531,55667823,2023.06.29 12:09:49,buy,xauusd,0.05,1910.98,2023.06.29 12:13:35,1911.28,0,0,0,0,1.5,30,
528535,14629293,2023.06.29 13:01:33,buy,u30usd,0.01,33896.3,2023.06.29 14:02:26,34024.8,0,0,0,0,12.85,1285,
528536,120185,2023.06.29 12:15:15,buy,usousd,0.05,69.55,2023.06.29 14:19:37,70.34,0,0,0,0,39.5,790,
528552,2292031,2023.06.29 12:30:13,buy,xauusd,0.01,1906.81,2023.06.29 14:00:19,1899.84,0,0,0,0,-6.97,-697, [tp]
528554,126028,2023.06.29 12:31:05,buy,xauusd,0.02,1906.66,2023.06.29 13:31:11,1892.97,0,0,0,0,-27.38,-1369,[sl]
528561,120185,2023.06.29 12:31:54,buy,xauusd,0.1,1904.73,2023.06.29 14:13:05,1907.88,0,0,0,0,31.5,315,
528562,14628866,2023.06.29 12:31:56,buy,usdjpy,0.01,144.518,2023.06.29 13:05:58,144.64,0,0,0,0,0.84,122,
528563,2292031,2023.06.29 12:32:22,buy,xauusd,0.01,1903.89,2023.06.29 14:00:19,1899.84,0,0,0,0,-4.05,-405, [tp]
528566,126028,2023.06.29 12:32:52,buy,xauusd,0.01,1903.04,2023.06.29 13:31:11,1892.97,0,0,0,0,-10.07,-1007,[sl]
528568,126039,2023.06.29 12:33:32,buy,xauusd,0.1,1902.32,2023.06.29 14:10:51,1903.97,0,0,0,0,16.5,165,
528570,2292031,2023.06.29 12:34:10,buy,xauusd,0.02,1900.94,2023.06.29 14:00:19,1899.84,0,0,0,0,-2.2,-110, [tp]
528573,120185,2023.06.29 12:34:27,buy,xauusd,0.1,1901.03,2023.06.29 12:37:42,1901.45,0,0,0,0,4.2,42,
528574,617021,2023.06.29 12:34:49,buy,xauusd,0.01,1902.2,2023.06.29 15:35:13,1910.25,0,0,0,0,8.05,805,
528579,2249396,2023.06.29 12:37:41,buy,xauusd,0.17,1901.52,2023.06.29 12:50:42,1897.95,0,0,0,0,-60.69,-357,[sl]
528583,14628658,2023.06.29 12:39:01,buy,xauusd,0.15,1901.43,2023.06.29 14:52:36,1911.59,0,0,0,0,152.4,1016,
528588,14629293,2023.06.29 12:39:49,buy,xauusd,0.02,1901.21,2023.06.29 14:10:09,1904.68,0,0,0,0,6.94,347,
528594,126028,2023.06.29 12:40:37,buy,xauusd,0.01,1900.34,2023.06.29 13:34:11,1896.06,0,0,0,0,-4.28,-428,
528596,2236549,2023.06.29 13:26:05,buy,xauusd,0.01,1893.97,2023.06.29 14:20:54,1907.8,0,0,0,0,13.83,1383,
528597,2289507,2023.06.29 13:16:02,buy,xauusd,0.01,1895.02,2023.06.29 14:21:05,1907.63,0,0,0,0,12.61,1261,
528600,2012766,2023.06.29 13:27:04,buy,xauusd,0.03,1893.49,2023.06.29 23:08:06,1907.63,0,0,0,0,42.42,1414,to #529447
528604,14629293,2023.06.29 12:54:08,buy,xauusd,0.05,1895.97,2023.06.29 13:49:12,1896.89,0,0,0,0,4.6,92,
528605,14628529,2023.06.29 12:43:52,buy,xauusd,0.2,1899.19,2023.06.29 14:10:52,1904.04,0,0,0,0,97,485,
528606,14629710,2023.06.29 12:43:55,buy,xauusd,0.1,1899.33,2023.06.29 20:16:45,1907.59,0,0,0,0,82.6,826,
528607,120088,2023.06.29 12:43:56,buy,xauusd,0.1,1899.34,2023.06.29 20:16:46,1907.59,0,0,0,0,82.5,825,
528609,1144158,2023.06.29 13:27:04,buy,xauusd,0.01,1893.49,2023.06.29 23:08:44,1907.76,0,0,0,0,14.27,1427,to #529448
528611,2399375,2023.06.29 12:44:40,buy,xauusd,0.12,1900.18,2023.06.29 14:04:48,1900.26,0,0,0,0,0.96,8,
528612,876180,2023.06.29 12:44:42,buy,xauusd,0.05,1900.26,2023.06.29 14:14:59,1910.1,0,0,0,0,49.2,984,[tp]
528616,2333162,2023.06.29 12:46:16,buy,xauusd,0.02,1899.99,2023.06.29 12:53:03,1897.46,0,0,0,0,-5.06,-253,
528617,55667823,2023.06.29 12:46:48,buy,xauusd,0.05,1900.69,2023.06.29 12:47:03,1900.69,0,0,0,0,0,0,
528618,14629575,2023.06.29 12:46:56,buy,xauusd,0.04,1900.93,2023.06.29 12:50:30,1898.72,0,0,0,0,-8.84,-221,
528619,14629575,2023.06.29 12:47:09,buy,xauusd,0.04,1901.4,2023.06.29 14:12:08,1906.73,0,0,0,0,21.32,533,
528620,14630043,2023.06.29 12:47:09,buy,xauusd,0.05,1901.45,2023.06.29 12:50:44,1898.02,0,0,0,0,-17.15,-343,
528625,14629039,2023.06.29 12:49:36,buy,xauusd,0.05,1899.99,2023.06.29 13:26:10,1893.68,0,0,0,0,-31.55,-631,[sl]
528626,14629039,2023.06.29 12:49:42,buy,xauusd,0.05,1900.1,2023.06.29 14:05:22,1900.96,0,0,0,0,4.3,86,
528627,14629039,2023.06.29 12:49:46,buy,xauusd,0.05,1900.24,2023.06.29 12:56:34,1895.54,0,0,0,0,-23.5,-470,[sl]
528632,14629039,2023.06.29 12:50:32,buy,xauusd,0.05,1898.94,2023.06.29 13:52:03,1898.87,0,0,0,0,-0.35,-7,
528638,14629039,2023.06.29 12:50:53,buy,xauusd,0.05,1898.57,2023.06.29 12:56:34,1895.54,0,0,0,0,-15.15,-303,[sl]
528641,14629039,2023.06.29 12:51:03,buy,xauusd,0.05,1898.55,2023.06.29 12:54:05,1896.14,0,0,0,0,-12.05,-241,[sl]
528642,14629180,2023.06.29 13:25:15,buy,xauusd,0.25,1894.97,2023.06.29 13:36:55,1897.07,0,0,0,0,52.5,210,[tp]
528643,2292031,2023.06.29 12:52:56,buy,xauusd,0.03,1898.03,2023.06.29 14:00:19,1899.84,0,0,0,0,5.43,181, [tp]
528648,14629180,2023.06.29 13:25:15,buy,xauusd,0.12,1894.97,2023.06.29 13:57:04,1898.99,0,0,0,0,48.24,402,to #528902
528653,14629039,2023.06.29 12:53:53,buy,xauusd,0.05,1896.85,2023.06.29 13:04:12,1896.72,0,0,0,0,-0.65,-13,
528654,14629180,2023.06.29 13:25:15,buy,xauusd,0.15,1894.97,2023.06.29 13:57:20,1899.28,0,0,0,0,64.65,431,to #528906
528656,14629039,2023.06.29 12:54:11,buy,xauusd,0.05,1896.25,2023.06.29 13:03:39,1896.36,0,0,0,0,0.55,11,
528658,14629039,2023.06.29 12:54:15,buy,xauusd,0.05,1896.39,2023.06.29 13:03:42,1896.4,0,0,0,0,0.05,1,
528660,126020,2023.06.29 12:54:26,buy,xauusd,0.25,1896.08,2023.06.29 13:08:11,1897.21,0,0,0,0,28.25,113,
528666,14629039,2023.06.29 12:54:47,buy,xauusd,0.05,1896.42,2023.06.29 13:03:45,1896.39,0,0,0,0,-0.15,-3,
528667,14629039,2023.06.29 12:54:50,buy,xauusd,0.05,1896.31,2023.06.29 13:03:48,1896.34,0,0,0,0,0.15,3,
528668,14629039,2023.06.29 12:54:53,buy,xauusd,0.05,1896.46,2023.06.29 13:04:06,1896.89,0,0,0,0,2.15,43,
528669,2446137,2023.06.29 12:54:59,buy,euraud,0.1,1.64731,2023.06.29 17:00:49,1.64019,0,0,0,0,-47.16,-712,
528671,126020,2023.06.29 12:54:59,buy,xauusd,0.25,1895.83,2023.06.29 13:08:08,1897.21,0,0,0,0,34.5,138,
528673,14628658,2023.06.29 12:55:02,buy,xauusd,0.15,1895.81,2023.06.29 13:04:51,1897.29,0,0,0,0,22.2,148,
528676,14629007,2023.06.29 12:55:07,buy,xauusd,0.01,1896.1,2023.06.29 13:00:32,1896.12,0,0,0,0,0.02,2,
528677,14629039,2023.06.29 12:55:16,buy,xauusd,0.05,1896.09,2023.06.29 13:04:00,1897.26,0,0,0,0,5.85,117,
528678,14628658,2023.06.29 12:55:20,buy,eurusd,0.15,1.08809,2023.06.29 14:52:59,1.08876,0,0,0,0,10.05,67,
528679,14629039,2023.06.29 12:55:21,buy,xauusd,0.05,1896.43,2023.06.29 13:04:05,1897.12,0,0,0,0,3.45,69,
528690,2249396,2023.06.29 12:56:49,buy,xauusd,0.1,1896.08,2023.06.29 14:10:43,1904.68,0,0,0,0,86,860,
528692,125630,2023.06.29 12:57:26,buy,nasusd,0.05,14993.8,2023.06.29 13:31:50,14950,0,0,0,0,-21.9,-438,[sl]
528693,14628529,2023.06.29 12:59:00,buy,xauusd,0.1,1896.49,2023.06.29 14:10:58,1903.84,0,0,0,0,73.5,735,
528704,126020,2023.06.29 13:01:42,buy,xauusd,1.5,1895.27,2023.06.29 13:08:05,1897.37,0,0,0,0,315,210,
528708,125630,2023.06.29 13:03:46,buy,xauusd,0.03,1896.7,2023.06.29 13:16:01,1894.84,0,0,0,0,-5.58,-186,[sl]
528709,2377928,2023.06.29 13:03:52,buy,u30usd,0.07,33905.8,2023.06.29 13:05:28,33905.6,0,0,0,0,-0.14,-2,
528711,14629575,2023.06.29 13:03:59,buy,xauusd,0.04,1897.21,2023.06.29 13:54:18,1898.43,0,0,0,0,4.88,122,
528712,14629007,2023.06.29 13:04:13,buy,xauusd,0.01,1897.04,2023.06.29 15:02:31,1910.11,0,0,0,0,13.07,1307,
528715,14628658,2023.06.29 13:04:56,buy,xauusd,0.15,1897.5,2023.06.29 14:52:30,1911.56,0,0,0,0,210.9,1406,
528717,14629007,2023.06.29 13:05:17,buy,xauusd,0.01,1897.59,2023.06.29 15:02:34,1910.04,0,0,0,0,12.45,1245,
528718,14628866,2023.06.29 13:05:37,buy,xauusd,0.01,1897.82,2023.06.29 14:31:06,1907.06,0,0,0,0,9.24,924,
528720,126028,2023.06.29 13:05:49,buy,xauusd,0.02,1897.45,2023.06.29 13:25:49,1894,0,0,0,0,-6.9,-345,[sl]
528721,14629039,2023.06.29 13:06:24,buy,usousd,0.02,69.785,2023.06.29 13:57:48,70.05,0,0,0,0,5.3,265,
528723,14629039,2023.06.29 13:07:10,buy,usousd,0.05,69.804,2023.06.29 13:43:50,69.894,0,0,0,0,4.5,90,
528724,14629039,2023.06.29 13:07:14,buy,usousd,0.02,69.822,2023.06.29 13:57:50,70.049,0,0,0,0,4.54,227,
528726,14629180,2023.06.29 13:08:31,buy,usousd,0.1,69.751,2023.06.29 13:42:36,69.777,0,0,0,0,2.6,26,
528733,120185,2023.06.29 13:12:03,buy,xauusd,0.1,1895.5,2023.06.29 14:08:07,1899.89,0,0,0,0,43.9,439,
528734,14629039,2023.06.29 13:12:31,buy,xauusd,0.05,1895.75,2023.06.29 13:34:57,1896.24,0,0,0,0,2.45,49,
528735,14629039,2023.06.29 13:12:35,buy,xauusd,0.05,1896.24,2023.06.29 13:49:24,1896.51,0,0,0,0,1.35,27,
528736,55667823,2023.06.29 13:12:53,buy,xauusd,0.05,1896.14,2023.06.29 13:19:36,1896.26,0,0,0,0,0.6,12,
528739,14629039,2023.06.29 13:13:33,buy,xauusd,0.05,1895.87,2023.06.29 13:34:27,1896.33,0,0,0,0,2.3,46,
528740,126020,2023.06.29 13:13:35,buy,xauusd,0.25,1895.91,2023.06.29 13:53:03,1898.72,0,0,0,0,70.25,281,
528747,2292031,2023.06.29 13:16:03,buy,xauusd,0.04,1895.07,2023.06.29 14:00:19,1899.84,0,0,0,0,19.08,477, [tp]
528748,14629039,2023.06.29 13:16:28,buy,xauusd,0.05,1895.76,2023.06.29 13:25:16,1894.66,0,0,0,0,-5.5,-110,[sl]
528752,14629039,2023.06.29 13:17:41,buy,xauusd,0.05,1895.44,2023.06.29 13:26:05,1893.71,0,0,0,0,-8.65,-173,[sl]
528753,14629039,2023.06.29 13:17:45,buy,xauusd,0.05,1895.75,2023.06.29 13:33:37,1896.03,0,0,0,0,1.4,28,
528754,14629293,2023.06.29 13:18:00,buy,xauusd,0.01,1895.58,2023.06.29 13:33:21,1896,0,0,0,0,0.42,42,
528755,125630,2023.06.29 13:18:16,buy,xauusd,0.03,1895.53,2023.06.29 14:08:12,1900.17,0,0,0,0,13.92,464,
528757,2313217,2023.06.29 13:19:31,buy,eurjpy,0.5,157.477,2023.06.29 14:05:06,157.487,0,0,0,0,3.46,10,
528758,14629710,2023.06.29 13:19:36,buy,xauusd,0.1,1896.47,2023.06.29 20:16:41,1907.59,0,0,0,0,111.2,1112,
528759,120088,2023.06.29 13:19:37,buy,xauusd,0.1,1896.45,2023.06.29 20:16:41,1907.59,0,0,0,0,111.4,1114,
528760,333894,2023.06.29 13:20:43,buy,us30.u23,0.1,34099.5,2023.06.29 14:21:24,34301,0,0,0,0,201.5,2015,
528761,333894,2023.06.29 13:21:28,buy,dax30.u23,0.03,16065.95,2023.06.29 19:26:37,16068.09,0,0,0,0,1.74,214,
528767,2257839,2023.06.29 13:23:57,buy,xauusd,0.02,1895.92,2023.06.29 13:52:22,1898.6,0,0,0,0,5.36,268,
528771,1998457,2023.06.29 13:27:03,buy,xauusd,0.05,1893.54,2023.06.29 13:59:08,1898.55,0,0,0,0,25.05,501,
528774,465272,2023.06.29 13:27:48,buy,xauusd,0.02,1893.71,2023.06.29 14:18:17,1907.53,0,0,0,0,27.64,1382,to #528980
528775,126020,2023.06.29 13:28:10,buy,xauusd,0.25,1893.53,2023.06.29 13:50:24,1896.89,0,0,0,0,84,336,
528777,126020,2023.06.29 13:28:17,buy,xauusd,1.5,1893.66,2023.06.29 13:37:58,1895.49,0,0,0,0,274.5,183,
528784,2257839,2023.06.29 13:29:56,buy,xauusd,0.01,1893.92,2023.06.29 13:35:59,1894.95,0,0,0,0,1.03,103,
528790,14629293,2023.06.29 13:31:26,buy,xauusd,0.1,1893.97,2023.06.29 13:33:14,1896.04,0,0,0,0,20.7,207,
528792,2249396,2023.06.29 13:32:06,buy,xauusd,0.02,1895.11,2023.06.29 13:57:42,1899.5,0,0,0,0,8.78,439,
528796,14628529,2023.06.29 13:32:42,buy,nasusd,0.2,14961.6,2023.06.29 13:36:12,14965,0,0,0,0,6.8,34,
528804,14629293,2023.06.29 13:34:46,buy,d30eur,0.01,15940.7,2023.06.29 13:44:52,15942.8,0,0,0,0,0.23,21,
528806,14629293,2023.06.29 13:34:53,buy,u30usd,0.02,33898.2,2023.06.29 13:44:03,33977.8,0,0,0,0,15.92,796,
528808,14629575,2023.06.29 13:35:16,buy,xauusd,0.04,1895.47,2023.06.29 13:37:25,1896.22,0,0,0,0,3,75,
528815,14629039,2023.06.29 13:35:56,buy,xauusd,0.05,1895.26,2023.06.29 13:36:44,1896.53,0,0,0,0,6.35,127,
528817,14629039,2023.06.29 13:36:08,buy,xauusd,0.05,1895.36,2023.06.29 13:36:46,1896.53,0,0,0,0,5.85,117,
528819,14629039,2023.06.29 13:36:12,buy,xauusd,0.05,1895.85,2023.06.29 13:37:01,1896.9,0,0,0,0,5.25,105,
528822,2333162,2023.06.29 13:36:56,buy,xauusd,0.02,1897.34,2023.06.29 14:05:21,1900.99,0,0,0,0,7.3,365,
528824,14629039,2023.06.29 13:37:15,buy,xauusd,0.05,1897,2023.06.29 13:51:24,1898.34,0,0,0,0,6.7,134,
528827,14629039,2023.06.29 13:37:43,buy,xauusd,0.04,1896.43,2023.06.29 13:49:13,1896.81,0,0,0,0,1.52,38,
528830,14629575,2023.06.29 13:38:09,buy,xauusd,0.04,1895.33,2023.06.29 13:54:14,1898.41,0,0,0,0,12.32,308,
528832,14629039,2023.06.29 13:38:24,buy,xauusd,0.05,1895.56,2023.06.29 13:49:06,1896.7,0,0,0,0,5.7,114,
528834,14629293,2023.06.29 13:39:00,buy,usousd,0.02,69.662,2023.06.29 13:41:05,69.77,0,0,0,0,2.16,108,
528835,14629293,2023.06.29 13:39:06,buy,ukousd,0.01,74.242,2023.06.29 13:50:53,74.455,0,0,0,0,2.13,213,
528839,14629039,2023.06.29 13:39:35,buy,xauusd,0.05,1895.35,2023.06.29 13:49:00,1896.1,0,0,0,0,3.75,75,
528843,2370319,2023.06.29 13:40:32,buy,u30usd,0.01,33994.2,2023.06.29 13:41:20,33971.8,0,0,0,0,-2.24,-224,
528844,14629039,2023.06.29 13:40:37,buy,xauusd,0.05,1894.68,2023.06.29 13:46:50,1894.79,0,0,0,0,0.55,11,
528847,14629039,2023.06.29 13:41:35,buy,xauusd,0.05,1894.94,2023.06.29 13:48:52,1895.79,0,0,0,0,4.25,85,
528848,14629293,2023.06.29 13:41:38,buy,xauusd,0.05,1894.95,2023.06.29 13:48:52,1895.76,0,0,0,0,4.05,81,
528850,14628529,2023.06.29 13:42:11,buy,nasusd,0.25,14978.3,2023.06.29 14:10:05,14903.8,0,0,0,0,-186.25,-745,
528851,2257839,2023.06.29 13:42:12,buy,xauusd,0.01,1894.19,2023.06.29 13:54:38,1898.37,0,0,0,0,4.18,418,to #528893
528853,14629039,2023.06.29 13:42:26,buy,xauusd,0.05,1894.5,2023.06.29 13:46:37,1894.53,0,0,0,0,0.15,3,
528865,14629039,2023.06.29 13:45:13,buy,xauusd,0.05,1893.84,2023.06.29 13:46:33,1894.39,0,0,0,0,2.75,55,
528866,14628866,2023.06.29 13:46:00,buy,xauusd,0.01,1894.56,2023.06.29 17:56:22,1908.2,0,0,0,0,13.64,1364,
528867,2313217,2023.06.29 13:46:24,buy,eurjpy,0.3,157.376,2023.06.29 14:03:17,157.49,0,0,0,0,23.61,114,
528871,14629293,2023.06.29 13:47:43,buy,gbpusd,0.05,1.25965,2023.06.29 14:15:45,1.26245,0,0,0,0,14,280,
